,T_min,T_max,R_s
2017-08-26,10.6,17.5,23.828400000000002
2017-08-27,10.6,20.6,20.916
2017-08-28,9.5,22.9,23.9616
2017-08-29,10.4,21.8,19.1412
2017-08-30,11.8,16.1,3.5964
2017-08-31,11.6,19.1,23.2092
2017-09-01,10.6,14.9,23.238
2017-09-02,8.3,15.0,20.79
2017-09-03,7.9,17.0,9.036
2017-09-04,13.4,17.9,20.9268
2017-09-05,14.2,20.0,14.202
2017-09-06,16.7,21.9,13.1724
2017-09-07,14.4,20.8,4.7592
2017-09-08,10.8,18.5,22.1976
2017-09-09,9.8,20.4,17.2512
2017-09-10,9.8,19.8,17.4528
2017-09-11,10.350000000000001,18.8,18.5472
2017-09-12,10.9,19.3,20.322
2017-09-13,12.2,20.1,21.1284
2017-09-14,12.9,21.0,12.8736
2017-09-15,15.0,22.6,11.7504
2017-09-16,14.3,20.0,9.468
2017-09-17,12.8,18.4,8.604000000000001
2017-09-18,13.1,18.6,6.0588
2017-09-19,17.6,24.0,7.2072
2017-09-20,19.7,24.9,9.3348
2017-09-21,15.1,23.3,16.326
2017-09-22,15.2,21.1,13.139999999999999
2017-09-23,15.0,23.4,11.6784
2017-09-24,13.4,24.8,18.2376
2017-09-25,13.9,21.2,16.956
2017-09-26,15.9,22.4,9.8676
2017-09-27,15.9,21.8,10.4652
2017-09-28,10.2,22.0,3.6648
2017-09-29,5.0,12.9,18.6444
2017-09-30,4.3,14.1,12.1356
2017-10-01,3.3,14.6,18.0576
2017-10-02,3.7,16.7,17.91
2017-10-03,2.0,13.5,16.902
2017-10-04,11.0,16.8,14.223600000000001
2017-10-05,13.2,19.3,15.940800000000001
2017-10-06,8.6,18.5,9.1728
2017-10-07,6.3,19.1,15.3144
2017-10-08,15.9,21.0,8.6976
2017-10-09,15.3,18.6,5.6952
2017-10-10,13.4,18.4,6.3468
2017-10-11,5.4,15.7,12.51
2017-10-12,3.1500000000000004,13.7,15.832799999999999
2017-10-13,0.9,14.7,15.318
2017-10-14,9.4,19.0,4.8456
2017-10-15,13.2,16.9,4.7484
2017-10-16,7.5,17.4,7.4376
2017-10-17,2.7,10.0,15.066
2017-10-18,8.2,15.4,13.0752
2017-10-19,4.5,17.5,13.9284
2017-10-20,9.2,16.8,13.5648
2017-10-21,5.5,13.9,13.644
2017-10-22,4.7,17.1,11.764800000000001
2017-10-23,6.9,18.3,13.0068
2017-10-24,13.6,21.3,10.2348
2017-10-25,16.9,20.5,5.8212
2017-10-26,13.2,21.6,2.5668
2017-10-27,7.8,14.4,10.3212
2017-10-28,5.0,13.2,12.546
2017-10-29,3.4,17.6,9.5868
2017-10-30,11.0,18.9,4.1903999999999995
2017-10-31,9.7,14.3,10.656
2017-11-01,5.7,12.7,9.27
2017-11-02,4.9,17.5,6.2784
2017-11-03,9.4,18.9,5.2668
2017-11-04,3.0,9.4,10.9944
2017-11-05,5.7,12.6,5.3532
2017-11-06,8.4,16.9,4.309200000000001
2017-11-07,2.5,8.4,9.4536
2017-11-08,1.7,8.5,3.8808000000000002
2017-11-09,-0.5,8.6,7.596
2017-11-10,-2.2,12.0,3.51
2017-11-11,-3.8,2.5,8.3448
2017-11-12,-4.9,5.1,5.0112
2017-11-13,3.0,8.6,5.3424
2017-11-14,2.0,6.4,4.7952
2017-11-15,1.4,5.3,3.7188
2017-11-16,3.5,12.3,2.7072000000000003
2017-11-17,1.1,10.5,2.6748
2017-11-18,0.8,8.8,8.316
2017-11-19,3.5,14.7,1.4328
2017-11-20,-1.6,3.6,4.2696
2017-11-21,-2.5,11.5,8.64
2017-11-22,6.4,14.0,2.448
2017-11-23,1.4,6.4,4.2264
2017-11-24,1.6,8.2,8.1504
2017-11-25,6.8,12.7,7.808400000000001
2017-11-26,0.6,11.1,3.744
2017-11-27,-2.4,5.1,3.8232
2017-11-28,-5.3,7.1,7.5816
2017-11-29,0.1,12.0,1.5264
2017-11-30,-3.9,7.2,8.2332
2017-12-01,3.3,11.2,2.8296
2017-12-02,2.5,6.7,4.9608
2017-12-03,-1.5,5.5,4.536
2017-12-04,-3.0,4.2,3.3876
2017-12-05,-2.4,9.4,2.9736
2017-12-06,4.9,12.3,1.1268
2017-12-07,0.7,7.3,3.4308
2017-12-08,0.4,5.5,2.9304
2017-12-09,1.8,4.6,1.5516
2017-12-10,1.9,4.3,1.656
2017-12-11,-0.6,4.1,1.4904000000000002
2017-12-12,-1.0,11.0,2.1456
2017-12-13,-3.0,10.9,1.53
2017-12-14,-4.3,1.2,2.2536
2017-12-15,-4.7,0.7,6.12
2017-12-16,-4.9,-2.3,2.988
2017-12-17,-6.5,-3.7,4.0212
2017-12-18,-8.0,3.9,3.2544
2017-12-19,2.8,8.7,1.2132
2017-12-20,-2.4,7.2,4.1112
2017-12-21,-6.2,-2.4,4.1472
2017-12-22,-8.2,-3.2,4.8816
2017-12-23,-5.8,12.1,1.7928
2017-12-24,2.4,3.9,6.9336
2017-12-25,-2.4,10.3,1.5695999999999999
2017-12-26,-5.9,-0.6,2.1708
2017-12-27,-10.8,-5.8,1.71
2017-12-28,-13.2,-9.0,2.5632
2017-12-29,-10.1,-7.2,2.3256
2017-12-30,-10.9,-6.3,3.078
2017-12-31,-11.5,-8.8,3.942
2018-01-01,-11.4,-9.1,4.0572
2018-01-02,-11.2,-4.6,5.0724
2018-01-03,-11.1,-2.1,4.5792
2018-01-04,-5.8,9.7,1.7136
2018-01-05,-11.2,2.8,2.9376
2018-01-06,-13.7,-9.5,2.9916
2018-01-07,-14.2,-0.6,3.5748
2018-01-08,-3.7,5.3,2.0592
2018-01-09,-3.7,3.8,4.6944
2018-01-10,-3.8,4.1,8.208
2018-01-11,1.3500000000000005,9.6,4.3164
2018-01-12,6.5,12.0,4.6728
2018-01-13,-3.5,13.4,2.4732
2018-01-14,-6.3,-3.2,3.1428
2018-01-15,-6.8,-3.7,4.6224
2018-01-16,-6.6,-1.4,3.5244
2018-01-17,-3.8,0.2,2.8836
2018-01-18,-6.4,0.8,4.2588
2018-01-19,-4.3,-0.8,3.5172000000000003
2018-01-20,-2.0,6.2,4.014
2018-01-21,-2.9,5.3,8.5284
2018-01-22,-4.7,-0.1,3.9636
2018-01-23,-3.0,10.6,1.7208
2018-01-24,-4.3,8.7,6.3144
2018-01-25,-7.050000000000001,-4.3,6.4008
2018-01-26,-9.8,-4.6,8.316
2018-01-27,-10.6,8.2,5.3064
2018-01-28,1.6,8.4,2.4012
2018-01-29,-5.5,1.8,4.3128
2018-01-30,-7.7,-3.3,3.8088
2018-01-31,-8.1,0.4,8.7264
2018-02-01,0.3,5.7,2.8944
2018-02-02,-11.1,6.1,1.71
2018-02-03,-11.8,-6.6,4.3740000000000006
2018-02-04,-7.3,7.2,3.384
2018-02-05,-3.5,10.5,4.4244
2018-02-06,-7.5,1.4,6.2424
2018-02-07,-5.3,8.5,6.4152
2018-02-08,-5.2,7.9,4.9248
2018-02-09,-5.7,0.3,6.3252
2018-02-10,-0.3,7.2,2.7108
2018-02-11,3.8,10.6,3.348
2018-02-12,-2.8500000000000005,6.8,4.0716
2018-02-13,-9.5,-3.1,12.8016
2018-02-14,-3.1,4.6,4.2732
2018-02-15,-1.9,8.4,9.8424
2018-02-16,-2.4,7.0,1.8324
2018-02-17,-6.1,-2.2,14.1372
2018-02-18,-3.0,1.9,6.8076
2018-02-19,-5.9,5.4,9.943200000000001
2018-02-20,4.4,9.2,3.6468
2018-02-21,3.7,8.0,5.5584
2018-02-22,-4.1,5.6,8.586
2018-02-23,-6.4,1.8,11.3184
2018-02-24,-1.6,7.2,12.7296
2018-02-25,-3.7,1.2,5.6412
2018-02-26,0.9,5.9,8.5032
2018-02-27,-0.3,5.4,15.7968
2018-02-28,2.8,8.0,9.5508
2018-03-01,2.1,8.3,4.4208
2018-03-02,2.9,6.9,5.1876
2018-03-03,1.7,8.3,10.4472
2018-03-04,0.1,5.2,8.2404
2018-03-05,-0.7,8.1,15.9624
2018-03-06,-3.4,5.5,13.896
2018-03-07,-4.2,5.6,9.7164
2018-03-08,0.6,5.9,2.9699999999999998
2018-03-09,0.1,4.5,6.0732
2018-03-10,-0.3,2.4,8.4168
2018-03-11,-1.5,3.0,7.948799999999999
2018-03-12,-3.0,7.1,15.3216
2018-03-13,-1.1,2.2,2.3184
2018-03-14,0.8,3.9,9.1296
2018-03-15,-0.7,4.2,12.5928
2018-03-16,-3.1,2.3,9.4464
2018-03-17,-6.8,-2.9,13.5108
2018-03-18,-7.3,-2.9,19.692
2018-03-19,-6.8,-0.7,11.88
2018-03-20,-5.3,1.4,20.16
2018-03-21,-5.8,5.1,8.6148
2018-03-22,-0.8,1.4,3.0852
2018-03-23,-0.4,3.1,8.7732
2018-03-24,-1.1,4.9,12.1608
2018-03-25,-5.8,1.7,13.32
2018-03-26,-7.2,6.1,22.0212
2018-03-27,-5.5,12.2,20.934
2018-03-28,0.2,6.3,8.1648
2018-03-29,-0.7,9.1,20.52
2018-03-30,4.2,9.3,2.8764
2018-03-31,2.2,6.0,21.9456
2018-04-01,0.2,7.2,4.248
2018-04-02,-2.6,2.4,9.5256
2018-04-03,-1.6,5.8,19.3932
2018-04-04,2.8,10.6,2.8296
2018-04-05,-2.7,4.9,20.1816
2018-04-06,-3.6,4.5,21.5928
2018-04-07,0.0,4.9,7.981199999999999
2018-04-08,0.2,2.6,5.1336
2018-04-09,-3.3,1.0,19.270799999999998
2018-04-10,-5.0,4.1,18.9072
2018-04-11,-3.7,6.9,23.3964
2018-04-12,-3.0,7.5,17.0856
2018-04-13,4.5,11.5,20.5812
2018-04-14,-0.4,8.9,10.580400000000001
2018-04-15,-2.2,2.2,5.4324
2018-04-16,-0.5,7.4,6.1416
2018-04-17,4.2,13.1,14.49
2018-04-18,2.7,6.3,15.0084
2018-04-19,0.2,7.5,6.9012
2018-04-20,1.0,7.2,13.266
2018-04-21,2.2,7.2,26.0964
2018-04-22,1.0,8.7,26.6832
2018-04-23,0.2,10.6,27.183600000000002
2018-04-24,2.8,12.5,26.5608
2018-04-25,4.6,16.0,17.9316
2018-04-26,6.4,12.4,5.7492
2018-04-27,5.8,13.5,25.2648
2018-04-28,6.3,12.3,9.1044
2018-04-29,7.8,16.2,12.8952
2018-04-30,2.6,11.8,20.3508
2018-05-01,1.5,8.9,11.257200000000001
2018-05-02,5.8,15.9,23.7204
2018-05-03,8.2,19.4,15.1668
2018-05-04,8.0,15.6,15.818399999999999
2018-05-05,8.6,13.2,27.4968
2018-05-06,8.8,16.2,13.0788
2018-05-07,6.4,16.9,22.7952
2018-05-08,4.3,14.8,28.8684
2018-05-09,4.8,15.4,23.076
2018-05-10,7.0,13.6,8.208
2018-05-11,4.7,12.7,24.5376
2018-05-12,1.9,11.6,27.7056
2018-05-13,3.7,11.7,28.598399999999998
2018-05-14,1.3,14.7,20.0808
2018-05-15,6.3,11.7,9.1332
2018-05-16,7.3,14.0,21.7044
2018-05-17,7.8,13.0,13.1976
2018-05-18,3.7,17.5,27.486
2018-05-19,2.8,16.2,25.8156
2018-05-20,7.9,14.1,5.0364
2018-05-21,6.0,16.4,30.51
2018-05-22,6.7,19.1,21.3624
2018-05-23,4.9,14.1,21.0132
2018-05-24,2.3,12.1,30.8052
2018-05-25,7.9,16.3,19.8036
2018-05-26,9.6,20.1,13.1508
2018-05-27,5.5,15.4,30.78
2018-05-28,6.6,17.4,11.7648
2018-05-29,8.8,20.4,21.499200000000002
2018-05-30,6.7,17.3,30.8088
2018-05-31,5.3,17.5,30.250799999999998
2018-06-01,9.5,18.3,14.0652
2018-06-02,7.7,18.1,9.4464
2018-06-03,4.4,17.2,30.092399999999998
2018-06-04,2.3,12.7,20.8224
2018-06-05,6.7,12.6,12.4272
2018-06-06,5.9,13.9,19.8936
2018-06-07,3.8,16.1,27.6768
2018-06-08,7.9,16.0,21.5496
2018-06-09,6.9,17.8,30.9096
2018-06-10,7.6,17.9,31.806
2018-06-11,6.4,16.7,30.6936
2018-06-12,6.8,15.5,29.9412
2018-06-13,11.0,16.7,27.8244
2018-06-14,7.9,15.0,8.5716
2018-06-15,7.9,16.3,30.618
2018-06-16,8.6,20.0,30.6468
2018-06-17,9.6,21.2,25.7292
2018-06-18,12.1,18.6,11.448
2018-06-19,10.0,21.2,29.6352
2018-06-20,9.75,20.0,29.8188
2018-06-21,9.5,22.3,26.3124
2018-06-22,7.2,18.6,32.2236
2018-06-23,7.8,19.5,12.294
2018-06-24,12.3,16.6,19.0584
2018-06-25,9.0,16.5,11.826
2018-06-26,7.9,16.3,31.7628
2018-06-27,11.6,17.5,28.404
2018-06-28,13.9,18.9,7.2288
2018-06-29,11.6,19.5,12.855599999999999
2018-06-30,10.3,24.1,28.8756
2018-07-01,15.5,26.7,24.0048
2018-07-02,15.8,23.3,24.822
2018-07-03,15.2,22.5,22.3524
2018-07-04,16.0,26.4,28.8864
2018-07-05,15.2,27.1,28.965600000000002
2018-07-06,15.2,19.1,8.1504
2018-07-07,11.0,18.8,31.9284
2018-07-08,11.5,20.5,30.9744
2018-07-09,12.55,21.0,30.1284
2018-07-10,13.6,20.4,25.218
2018-07-11,13.8,21.9,14.7492
2018-07-12,13.8,23.7,29.3868
2018-07-13,13.3,24.0,25.2252
2018-07-14,13.0,21.3,17.1396
2018-07-15,13.3,21.7,15.6492
2018-07-16,13.6,21.1,27.511200000000002
2018-07-17,13.6,20.4,8.7048
2018-07-18,14.8,22.9,12.6864
2018-07-19,12.5,22.6,30.549599999999998
2018-07-20,12.45,24.3,30.1752
2018-07-21,12.4,23.8,25.1352
2018-07-22,13.8,25.3,14.5584
2018-07-23,19.2,27.0,25.5636
2018-07-24,18.1,25.0,20.7504
2018-07-25,17.8,25.3,18.3348
2018-07-26,17.5,20.9,7.8624
2018-07-27,16.9,22.0,15.48
2018-07-28,17.0,23.7,9.8964
2018-07-29,14.9,21.9,14.2128
2018-07-30,14.5,23.0,25.5924
2018-07-31,15.1,23.8,22.8384
2018-08-01,15.2,24.8,23.3856
2018-08-02,17.9,22.8,12.6324
2018-08-03,17.5,22.8,14.7708
2018-08-04,17.3,24.2,13.1292
2018-08-05,16.4,24.8,22.654799999999998
2018-08-06,16.2,25.1,23.8536
2018-08-07,16.7,26.7,24.8076
2018-08-08,17.6,25.1,12.0348
2018-08-09,17.9,23.2,7.434
2018-08-10,12.6,24.5,25.9164
2018-08-11,11.6,25.4,24.4872
2018-08-12,14.8,26.4,17.946
2018-08-13,16.8,27.3,18.6948
2018-08-14,17.4,24.8,12.1248
2018-08-15,16.9,24.0,13.6296
2018-08-16,12.7,23.3,17.3952
2018-08-17,13.2,22.0,24.9696
2018-08-18,15.9,20.4,4.3992
2018-08-19,16.5,23.0,10.0584
2018-08-20,15.05,23.6,12.3336
2018-08-21,13.6,22.4,21.5172
2018-08-22,15.8,23.2,11.4984
2018-08-23,14.8,21.3,20.376
2018-08-24,12.6,22.0,21.2796
2018-08-25,12.3,23.9,21.7764
2018-08-26,10.8,24.4,19.5048
2018-08-27,14.4,24.0,18.684
2018-08-28,16.3,26.9,18.3024
2018-08-29,18.5,27.1,23.0724
2018-08-30,14.7,27.2,17.5572
2018-08-31,12.2,23.1,22.3524
2018-09-01,11.7,23.7,21.5208
2018-09-02,11.2,22.7,20.664
2018-09-03,16.5,23.2,16.6536
2018-09-04,13.2,26.4,19.8324
2018-09-05,11.9,24.4,22.4784
2018-09-06,16.1,22.9,13.701600000000001
2018-09-07,11.0,22.6,17.658
2018-09-08,9.2,20.6,13.2264
2018-09-09,6.7,18.4,19.8468
2018-09-10,7.3,21.1,19.3572
2018-09-11,14.1,22.8,6.9552000000000005
2018-09-12,15.8,24.1,16.8912
2018-09-13,10.8,21.0,14.1192
2018-09-14,11.2,25.4,21.1716
2018-09-15,9.7,20.1,19.854
2018-09-16,14.2,18.9,8.6688
2018-09-17,14.6,19.9,15.3072
2018-09-18,16.1,19.8,3.0636
2018-09-19,12.2,17.8,6.0912
2018-09-20,9.35,18.1,15.9012
2018-09-21,6.5,18.3,14.9544
2018-09-22,7.3,20.0,15.7284
2018-09-23,5.6,17.4,19.458
2018-09-24,3.0,14.8,19.7388
2018-09-25,2.9,16.2,11.3256
2018-09-26,15.6,19.6,2.2680000000000002
2018-09-27,13.0,18.9,8.6544
2018-09-28,11.4,17.6,4.8816
2018-09-29,8.8,16.2,16.038
2018-09-30,6.9,17.8,17.496
2018-10-01,9.2,15.5,6.5628
2018-10-02,9.2,16.0,1.7424
2018-10-03,13.6,18.0,2.898
2018-10-04,13.0,14.5,5.9364
2018-10-05,7.6,15.5,9.8028
2018-10-06,4.0,14.7,16.9632
2018-10-07,9.8,15.2,2.4372
2018-10-08,5.9,14.3,15.447600000000001
2018-10-09,8.9,16.3,3.0384
2018-10-10,10.5,20.2,8.7588
2018-10-11,7.9,16.6,1.98
2018-10-12,8.8,16.4,1.3824
2018-10-13,3.3,11.6,6.7392
2018-10-14,6.5,10.7,13.8024
2018-10-15,4.3,16.1,11.628
2018-10-16,5.9,16.1,14.850000000000001
2018-10-17,1.5,14.1,8.474400000000001
2018-10-18,2.9,6.6,6.7428
2018-10-19,3.0,12.1,10.1916
2018-10-20,10.3,14.3,2.3436
2018-10-21,3.5,11.8,6.822
2018-10-22,2.1,7.5,6.678
2018-10-23,2.8,12.0,7.1928
2018-10-24,3.5,12.6,9.198
2018-10-25,2.1,5.9,4.9968
2018-10-26,-1.7,5.1,8.7156
2018-10-27,-1.2,12.9,2.2896
2018-10-28,6.0,14.9,4.7268
2018-10-29,7.1,13.4,5.1372
2018-10-30,5.7,10.5,7.7184
2018-10-31,4.4,8.9,9.4716
2018-11-01,8.6,13.2,4.1976
2018-11-02,8.7,16.1,2.1995999999999998
2018-11-03,9.1,16.5,2.1204
2018-11-04,-0.3,9.1,11.426400000000001
2018-11-05,-0.4,9.4,6.6384
2018-11-06,8.6,15.2,3.5999999999999996
2018-11-07,10.3,13.7,10.44
2018-11-08,6.3,11.2,10.0044
2018-11-09,5.0,11.899999999999999,10.6488
2018-11-10,3.7,12.6,1.6488
2018-11-11,0.4,4.9,9.0504
2018-11-12,0.0,4.0,10.4724
2018-11-13,0.0,12.8,1.8504
2018-11-14,-5.4,5.6,4.9284
2018-11-15,-4.8,1.0,9.1836
2018-11-16,-3.3,8.7,2.376
2018-11-17,1.2,7.2,4.5216
2018-11-18,-2.5,3.4,9.2736
2018-11-19,-0.2,7.3,1.656
2018-11-20,0.7,6.2,2.3184
2018-11-21,-3.9,4.8,3.8052
2018-11-22,-9.6,-3.9,3.0888
2018-11-23,-8.6,2.2,6.9479999999999995
2018-11-24,-3.8999999999999995,3.85,5.8932
2018-11-25,0.8,5.5,1.6128
2018-11-26,-1.8,4.2,8.1432
2018-11-27,1.1,6.4,2.7792
2018-11-28,1.4,7.5,4.7016
2018-11-29,1.2,3.3,2.322
2018-11-30,-0.7,6.1,5.796
2018-12-01,-0.2,3.0,3.4992
2018-12-02,-0.4,10.8,2.4084
2018-12-03,3.4,10.2,3.6432
2018-12-04,-4.6,3.4,2.7648
2018-12-05,-5.4,-2.9,3.5532
2018-12-06,-4.9,1.0,4.1508
2018-12-07,-4.7,1.8,2.4408
2018-12-08,-7.6,-2.5,4.6764
2018-12-09,-7.7,1.9,4.9464
2018-12-10,-5.9,1.7,4.8420000000000005
2018-12-11,-7.2,-1.3,5.2416
2018-12-12,-8.5,-4.3,4.6836
2018-12-13,-12.5,-3.1,7.4268
2018-12-14,-6.7,3.9,4.9212
2018-12-15,-1.1,7.5,6.2604
2018-12-16,-3.2,3.9,6.5412
2018-12-17,0.4,3.8,2.8692
2018-12-18,-3.6,0.4,2.3616
2018-12-19,-3.9,-0.1,5.4792000000000005
2018-12-20,-4.6,5.2,6.6348
2018-12-21,-1.1,11.6,1.944
2018-12-22,2.1,12.9,2.772
2018-12-23,-2.9,2.2,2.6316
2018-12-24,-5.3,-0.6,3.5388
2018-12-25,-7.166666666666667,-1.5,5.94
2018-12-26,-9.033333333333333,-2.4,7.5816
2018-12-27,-10.9,-3.3,6.1092
2018-12-28,-9.6,8.0,1.638
2018-12-29,-3.0,7.7,2.7612
2018-12-30,-9.8,-3.0,4.7052
2018-12-31,-10.8,1.8,7.38
2019-01-01,-2.9,7.5,3.2796000000000003
2019-01-02,-11.3,-2.9,7.6644
2019-01-03,-8.6,-2.8,2.8404000000000003
2019-01-04,-4.0,4.2,3.8592
2019-01-05,-0.7,4.0,1.7856
2019-01-06,-3.8,2.8,3.6
2019-01-07,-10.9,-3.8,6.534
2019-01-08,-10.5,2.9,2.4264
2019-01-09,0.3,6.8,2.016
2019-01-10,-2.4,2.1,5.1084
2019-01-11,-9.6,-1.7,2.3688000000000002
2019-01-12,-10.2,-3.25,3.5208
2019-01-13,-10.8,-4.8,5.9508
2019-01-14,-14.7,-3.2,8.1036
2019-01-15,-10.7,-1.5,7.452
2019-01-16,-7.6,2.5,4.2516
2019-01-17,-12.8,0.1,7.8768
2019-01-18,-10.3,0.1,4.7232
2019-01-19,-10.633333333333335,0.7333333333333333,8.694
2019-01-20,-10.966666666666667,1.3666666666666667,0.5796
2019-01-21,-11.3,2.0,2.3472
2019-01-22,-11.5,-5.2,5.1336
2019-01-23,-9.2,6.3,4.8132
2019-01-24,5.7,8.9,3.5172
2019-01-25,0.2,5.8,9.5688
2019-01-26,-4.6,1.6,8.298
2019-01-27,-4.6,3.9,9.2052
2019-01-28,-7.3,4.4,5.6304
2019-01-29,-10.1,-1.0,9.9288
2019-01-30,-2.3,6.1,2.7828
2019-01-31,-10.1,-0.6,3.7332
2019-02-01,-8.8,-5.1,4.1076
2019-02-02,-8.5,-1.8,6.6276
2019-02-03,-7.5,-2.7,9.0612
2019-02-04,-4.0,4.9,2.5092
2019-02-05,-0.3,9.5,2.4984
2019-02-06,-3.3,2.1,10.3572
2019-02-07,-2.3,1.3,4.5036
2019-02-08,0.1,5.7,1.476
2019-02-09,-6.5,0.1,5.4756
2019-02-10,-6.0,-3.0,12.3336
2019-02-11,-9.6,-4.6,12.7728
2019-02-12,-12.2,1.2,11.2896
2019-02-13,-2.7,4.1,2.4228
2019-02-14,-3.6,0.0,5.7672
2019-02-15,-7.2,7.6,7.5636
2019-02-16,-1.7,7.8,7.1028
2019-02-17,-8.3,-1.5,12.1428
2019-02-18,-8.1,-4.2,2.2284
2019-02-19,-9.8,-6.0,10.9404
2019-02-20,-10.0,-4.3,13.0824
2019-02-21,-6.7,2.8,3.9924
2019-02-22,-6.1,1.2,10.5156
2019-02-23,-7.0,-0.6,12.5388
2019-02-24,-8.6,4.4,4.5936
2019-02-25,-6.3,3.8,5.7996
2019-02-26,-12.3,-6.2,9.1872
2019-02-27,-13.2,-6.9,9.943200000000001
2019-02-28,-11.3,-4.7,14.5512
2019-03-01,-8.0,-3.1500000000000004,14.2704
2019-03-02,-4.7,-1.6,2.8512
2019-03-03,-5.4,-0.5,16.344
2019-03-04,-2.8,0.8,4.8744000000000005
2019-03-05,-5.4,-0.9,14.950800000000001
2019-03-06,-9.2,-4.6,10.476
2019-03-07,-9.7,-6.5,9.1908
2019-03-08,-9.149999999999999,-2.5,10.7568
2019-03-09,-8.6,1.5,17.9208
2019-03-10,-11.7,5.5,10.4544
2019-03-11,-7.6499999999999995,3.75,16.660800000000002
2019-03-12,-3.6,2.0,14.5692
2019-03-13,-5.1,1.8,18.6516
2019-03-14,-1.2,4.4,10.404
2019-03-15,0.7,7.7,4.1975999999999996
2019-03-16,-0.9,7.1,9.6012
2019-03-17,-3.7,1.6,17.766000000000002
2019-03-18,-4.2,1.3,18.6948
2019-03-19,-6.2,1.2,20.5668
2019-03-20,-4.5,2.3,20.941200000000002
2019-03-21,-4.0,5.4,19.1016
2019-03-22,1.3,9.5,4.9608
2019-03-23,1.4,4.2,10.7604
2019-03-24,0.2,5.5,21.0636
2019-03-25,-2.7,3.5,19.548
2019-03-26,-5.8,1.9,22.3776
2019-03-27,-6.9,2.2,22.302
2019-03-28,-3.7,3.3,21.7656
2019-03-29,2.7,8.8,9.2088
2019-03-30,4.3,12.4,12.114
2019-03-31,6.6,14.2,15.2928
2019-04-01,-0.4,6.6,15.728399999999999
2019-04-02,0.5499999999999999,8.6,23.1516
2019-04-03,1.5,10.6,3.9384
2019-04-04,-0.4,3.9,22.9248
2019-04-05,-1.6,3.2,23.8752
2019-04-06,0.4,5.6,3.8412
2019-04-07,-1.35,4.0,18.1368
2019-04-08,-3.1,2.4,2.3184
2019-04-09,-1.4,0.8,5.6484
2019-04-10,-1.2,4.0,9.2268
2019-04-11,0.7,6.8,24.6888
2019-04-12,1.2,9.5,21.3768
2019-04-13,5.1,9.0,2.1384
2019-04-14,3.6,14.9,21.492
2019-04-15,4.1,11.8,3.9492000000000003
2019-04-16,2.4,7.3,11.541599999999999
2019-04-17,-0.2,7.1,24.3144
2019-04-18,-3.0,10.6,18.1044
2019-04-19,5.9,13.4,13.8204
2019-04-20,8.9,15.1,14.3748
2019-04-21,8.6,14.4,8.8956
2019-04-22,9.4,15.9,5.7312
2019-04-23,4.6,11.6,5.7383999999999995
2019-04-24,2.8,7.2,3.6288
2019-04-25,0.3,6.6,17.9496
2019-04-26,-1.9,9.1,14.67
2019-04-27,4.0,15.0,6.966
2019-04-28,3.9,8.2,26.1072
2019-04-29,2.8,8.1,28.328400000000002
2019-04-30,4.0,7.6,11.304
2019-05-01,2.5,8.5,24.9768
2019-05-02,1.9,8.0,17.2044
2019-05-03,2.8,11.3,17.2512
2019-05-04,5.1,11.2,9.612
2019-05-05,5.4,14.8,18.5652
2019-05-06,4.1,16.0,17.568
2019-05-07,2.3,14.3,27.1908
2019-05-08,2.7,12.5,29.052
2019-05-09,3.1,10.7,29.4372
2019-05-10,2.7,8.1,6.912
2019-05-11,6.1,12.7,24.1524
2019-05-12,5.2,10.9,22.3092
2019-05-13,4.3,11.7,21.1536
2019-05-14,3.7,6.7,7.6356
2019-05-15,4.0,7.8,10.9368
2019-05-16,3.9,9.9,29.0196
2019-05-17,3.1,12.3,12.571200000000001
2019-05-18,4.6,12.8,16.776
2019-05-19,4.7,12.6,12.2544
2019-05-20,8.1,11.9,5.9148
2019-05-21,5.5,14.1,15.8976
2019-05-22,3.8,13.2,19.152
2019-05-23,4.1,11.75,22.7088
2019-05-24,4.4,10.3,5.6015999999999995
2019-05-25,5.95,10.95,30.0456
2019-05-26,7.5,11.6,5.256
2019-05-27,6.1,12.2,7.8552
2019-05-28,4.9,12.5,20.6712
2019-05-29,4.9,11.7,11.073599999999999
2019-05-30,7.0,13.3,17.2656
2019-05-31,4.5,12.8,13.014
2019-06-01,3.7,17.0,23.9904
2019-06-02,8.2,14.4,8.946
2019-06-03,7.4,11.8,6.192
2019-06-04,6.3,13.7,31.593600000000002
2019-06-05,9.0,13.3,8.28
2019-06-06,7.9,14.4,4.4604
2019-06-07,6.4,18.0,26.6184
2019-06-08,7.2,17.6,31.7268
2019-06-09,7.3,20.3,31.7412
2019-06-10,10.3,17.0,28.4688
2019-06-11,9.6,19.6,14.1876
2019-06-12,8.8,16.3,32.4036
2019-06-13,6.2,17.9,12.4236
2019-06-14,9.5,16.1,22.5072
2019-06-15,8.1,19.0,31.1076
2019-06-16,11.1,13.6,5.4288
2019-06-17,11.166666666666666,15.666666666666666,23.4756
2019-06-18,11.233333333333334,17.733333333333334,22.6332
2019-06-19,11.3,19.8,28.962
2019-06-20,11.1,20.2,12.6072
2019-06-21,11.5,19.0,7.9704
2019-06-22,11.0,17.8,27.6624
2019-06-23,11.1,18.8,28.1052
2019-06-24,8.0,19.4,32.1768
2019-06-25,11.05,19.299999999999997,29.9124
2019-06-26,14.1,19.2,8.1216
2019-06-27,13.4,18.4,9.6696
2019-06-28,10.8,19.1,22.5936
2019-06-29,10.5,18.5,12.491999999999999
